,period__0,t0__0,r__0,b__0,r_pl
0,6.2458669172152685,1325.5537995678996595,0.0145363505183933,0.6303750428444933,1.5855723578567582
1,6.2699689426468108,1325.5382444238671269,0.0147912599416953,0.6478653361975375,1.6133769526093098
2,6.2319448074346733,1325.6260186204449383,0.0147603099659376,0.6468025074764531,1.6100010415802184
3,6.2295363292873853,1325.6105479649481822,0.0150902447337828,0.6568483457184260,1.6459891286265018
4,6.2418097370947523,1325.3878085968165124,0.0163063514390532,0.6904812881796750,1.7786376344286396
5,6.2467689300579758,1325.3935766080676331,0.0159744603116120,0.7100357101695542,1.7424361547778282
6,6.2794450924666902,1325.3939147467101520,0.0150502754737367,0.6133916733911188,1.6416294268008682
7,6.2587278318233217,1325.4504318186736782,0.0146303993181448,0.5413474666915727,1.5958308596029138
8,6.2712905741723111,1325.4498457298145695,0.0143232141728664,0.6138646110123617,1.5623242188211430
9,6.2494403669391785,1325.4456162693179522,0.0139377382475910,0.6115138013348620,1.5202779038975613
10,6.2720269320826105,1325.5783262553723034,0.0165086588868450,0.7164405882723587,1.8007045966005679
11,6.2485816343714777,1325.3532363572553550,0.0147912447019810,0.6059536641324402,1.6133752903165777
12,6.2401915216866639,1325.3957886341802350,0.0143555841983575,0.6319890383656509,1.5658550237213731
13,6.2486677972824030,1325.4014965598373692,0.0149071497481173,0.6283614682744303,1.6260177920956376
14,6.2454957530266757,1325.4645803358237117,0.0147895817827954,0.6683652290997257,1.6131939051270430
15,6.2880776927742170,1325.5585147324484296,0.0153241770413757,0.7154313644118359,1.6715056157296131
16,6.2851261416266171,1325.5279942984184345,0.0159900424061231,0.7704486383856266,1.7441357930950940
17,6.2648835448777929,1325.7118582820492065,0.0164123186053766,0.7014815455206314,1.7901961483452009
18,6.2598718271417022,1325.5394471921288186,0.0166711459518764,0.6714944947904576,1.8184280959408647
19,6.2707952516320198,1325.4329191347328560,0.0149869377059024,0.7341592522854927,1.6347207729568829
20,6.2533522565173252,1325.5836773355665628,0.0150318606762196,0.6317317703274774,1.6396208075204186
21,6.2677861874865304,1325.4467851974459336,0.0145852835945082,0.6018057956176894,1.5909098002068556
22,6.2675794017849285,1325.4301193370802139,0.0138789168408965,0.6231728722468154,1.5138618783355027
23,6.2412664766944195,1325.3762682081533057,0.0146608319659512,0.5943148635609872,1.5991503423766076
24,6.2959244920465913,1325.6006014397694344,0.0144318896485459,0.6199975387617755,1.5741781452930204
25,6.2589069629304674,1325.6568749709256281,0.0145517462238078,0.5900917809259408,1.5872516655278384
26,6.2700034934428643,1325.3817674810013614,0.0133311319249241,0.4768025021420039,1.4541114877737427
27,6.2609817541672665,1325.4198116354768899,0.0132874955621560,0.4792973038690986,1.4493517916921892
28,6.2443183108121696,1325.5739898076089958,0.0130770260795417,0.5099688074440258,1.4263945443842496
29,6.2579957079784219,1325.6038730324564767,0.0133828576036559,0.5810461851399269,1.4597535370821122
30,6.2655176660844818,1325.5406274425324682,0.0136062004161419,0.5067493843948283,1.4841149604913537
31,6.2427594664620543,1325.4441945326773293,0.0141020455618065,0.5478375003957427,1.5381999494126395
32,6.2662562494208336,1325.5196850950653698,0.0162755026256178,0.6853055215473786,1.7752727578185219
33,6.2600452100545665,1325.6198542193294543,0.0160245322121279,0.6237464400949893,1.7478978159604586
34,6.2780836187727385,1325.4392915604976224,0.0159241066563404,0.6653341179705503,1.7369437608090192
35,6.2471424062637757,1325.5615039939568760,0.0151666029948961,0.6131243843430284,1.6543180106221600
36,6.2838953026021667,1325.7409159288954470,0.0150592908261775,0.6418993143991366,1.6426127887257425
37,6.2925999757240296,1325.6607111913779136,0.0149572239629116,0.6123371142941049,1.6314797057113599
38,6.2851530187994946,1325.6030345571728049,0.0150650054458664,0.6467009594838823,1.6432361187013798
39,6.2496569401670508,1325.5733640844807724,0.0165846646081064,0.6967523591353961,1.8089950248286519
40,6.2605478072648237,1325.4701193048711048,0.0144323078850921,0.5851371830212181,1.5742237650175723
41,6.2464897913952893,1325.4575079464068494,0.0149085082404907,0.6096895618311650,1.6261659715133627
42,6.2838546080245479,1325.4138733682887050,0.0153283106312775,0.6731693614580100,1.6719564927140937
43,6.2529702689615796,1325.6324979870430525,0.0140404620593271,0.5921716847724645,1.5314826444668306
44,6.2654696127836544,1325.6628945642107738,0.0141157232479138,0.5648996572060818,1.5396918617728821
45,6.2532457821653580,1325.6220763165579228,0.0134366508477032,0.5155578177334866,1.4656211089112916
46,6.2625202374666413,1325.3742470741763100,0.0161163614376085,0.7108262735631498,1.7579142146006277
47,6.2647891593917624,1325.6474452853708499,0.0138439044160822,0.5091161426189682,1.5100428501071486
48,6.2614805237420752,1325.3838086905552700,0.0153057192372102,0.6513763632115031,1.6694923054400417
49,6.2503293765952694,1325.5585794923417780,0.0141748072030787,0.6554128624866543,1.5461365251692263
50,6.2852848533539465,1325.4588567268124280,0.0160946728254339,0.6402284389373674,1.7555484994989703
51,6.1963241978340626,1325.7256949169573090,0.0157302870567200,0.7349558715341732,1.7158026223107405
52,6.1975127739376630,1325.6966380597684747,0.0154888415689197,0.7109621847199346,1.6894666247781422
53,6.3273038938684962,1325.3915205245016296,0.0149436029286371,0.5954792174999765,1.6299939727274342
54,6.2930433146757849,1325.3395982430001823,0.0152419096512844,0.5782913970350729,1.6625321873910053
55,6.2677401227998422,1325.5879047797675412,0.0153691830991628,0.7423129603987983,1.6764147131728233
56,6.2815247473969968,1325.6218348035561121,0.0160218519396454,0.7700841930895261,1.7476054615655592
57,6.2344603712528022,1325.4774243654244401,0.0144743245660012,0.5198679079603571,1.5788067920802520
58,6.2237066448379608,1325.5324547113391418,0.0141388077701453,0.5478319149293351,1.5422098376773747
59,6.2338687997702991,1325.4871934717657496,0.0141216864799108,0.5685264210561919,1.5403423094767934
60,6.3016056412917232,1325.5487633868224293,0.0146156881351301,0.5853227315413468,1.5942262171508796
61,6.2858919920637550,1325.4647641344615749,0.0149884058348474,0.6015677221082119,1.6348809111339315
62,6.2658632391614306,1325.3968569283010766,0.0139616283493280,0.5984521147159386,1.5228837494908374
63,6.2661235402858244,1325.4184619096904498,0.0140613599282315,0.6192183581645924,1.5337621081624073
64,6.2388558953381512,1325.3870367943077326,0.0139815987174442,0.6446031816244210,1.5250620447666086
65,6.2712237748621460,1325.6697245980201387,0.0155329079701784,0.6644699114059960,1.6942732278975146
66,6.2775288790745778,1325.6802758026806259,0.0166276722406780,0.7375272924704458,1.8136861413022198
67,6.2487126538118529,1325.5422382882986767,0.0160700913807542,0.6471102175493202,1.7528672447265901
68,6.3164425301777136,1325.5639007099036917,0.0150496493200427,0.6692160614310475,1.6415611282284246
69,6.2112127765638485,1325.3189993524420061,0.0153757413023291,0.6353937572808724,1.6771300581725483
70,6.2195673287499558,1325.4102791347752373,0.0150648392561581,0.6197186143716861,1.6432179913311462
71,6.2991485841378809,1325.5478992971945900,0.0153227931923331,0.6608740475880026,1.6713546704984492
72,6.2981846032796049,1325.4863443460008057,0.0154987751156149,0.6132439884684460,1.6905501399998837
73,6.2554808669752395,1325.4364441066597919,0.0156706241297210,0.6530562447430727,1.7092948067679834
74,6.2670463154159073,1325.5091782809709002,0.0146638824596873,0.6074327528379249,1.5994830791622034
75,6.2580509024593667,1325.4969542048841049,0.0138349223623008,0.5421535572645338,1.5090631202791802
76,6.2715310509227233,1325.5812123602788688,0.0136682047118975,0.5551528260378504,1.4908781640405613
77,6.2805992232344492,1325.4159151089177158,0.0152759864520330,0.6741887369804714,1.6662491611419339
78,6.2799293246324002,1325.3691007139964313,0.0148628045793751,0.6593472685662447,1.6211807820308932
79,6.2162616927744292,1325.3946938240865165,0.0147083806475728,0.5679640044426376,1.6043367799997541
80,6.2633773521519602,1325.5861422361060704,0.0146872948324539,0.6612157773626839,1.6020368158131997
