,model time,model phase,model,residuals
26,1334.9218645749656,-3.118699129975724,1.0000042808856615,-3.4507456558967293
27,1341.185641545354,-3.118050026462292,1.0000042808856615,-0.46540616889309605
28,1328.659442720025,-3.117993118041433,1.0000042808856615,2.2483754262477733
29,1334.9232534400046,-3.117310264936762,1.0000042808856615,1.350591832062371
30,1341.1870304111137,-3.116661160702556,1.0000042808856615,-0.20831532704034306
31,1328.6608315924616,-3.1166042456048686,1.0000042808856615,-0.9868258210909393
32,1341.1884192769915,-3.1152722948248126,1.0000042808856615,1.8780545278871208
33,1328.662220465015,-3.1152153730514343,1.0000042808856615,2.6162085819915677
34,1334.9260311699666,-3.114532534974799,1.0000042808856615,1.9842369032052167
35,1341.1898081428692,-3.1138834289470694,1.0000042808856615,-1.0998169057324156
36,1328.6636093374511,-3.1138265006153247,1.0000042808856615,-2.5357603267428543
37,1334.9274200350062,-3.1131436699351553,1.0000042808856615,-2.357044664728737
38,1341.1911970086296,-3.112494563186651,1.0000042808856615,2.0788144967344753
39,1328.664998209887,-3.1124376281794426,1.0000042808856615,3.1613597934033337
40,1334.9288089000454,-3.1117548048959662,1.0000042808856615,-1.698926077236561
41,1341.192585874506,-3.111105697310272,1.0000042808856615,-1.870013991681919
42,1328.6663870824407,-3.111048755625781,1.0000042808856615,3.38584307300664
43,1334.9301977650837,-3.1103659398576866,1.0000042808856615,-5.286486271268616
44,1341.1939747403828,-3.1097168314334382,1.0000042808856615,1.5933136427069938
45,1328.6677759548768,-3.1096598831896713,1.0000042808856615,3.4644430239910697
46,1334.9315866300071,-3.1089770749342307,1.0000042808856615,-0.7937570094548619
47,1341.1953636061442,-3.1083279656721103,1.0000042808856615,1.3047632158113462
48,1328.6691648274298,-3.1082710106366918,1.0000042808856615,0.6486669133065329
49,1334.932975495047,-3.1075882098943595,1.0000042808856615,-3.41294824120552
50,1341.196752472021,-3.1069390997952766,1.0000042808856615,2.9115790131098715
51,1328.6705536998668,-3.1068821381996727,1.0000042808856615,1.7557643786887716
52,1334.9343643600853,-3.10619934485608,1.0000042808856615,3.1554657981341343
53,1341.1981413378978,-3.105550233918443,1.0000042808856615,1.857289456966771
54,1328.6719425723024,-3.105493265764018,1.0000042808856615,-0.36950358805562117
55,1334.935753225008,-3.104810479933306,1.0000042808856615,-0.5442109960741623
56,1341.1995302037756,-3.1041613680406996,1.0000042808856615,1.2736766242196358
57,1328.6733314448554,-3.1041043932110384,1.0000042808856615,1.9196173663233522
58,1334.9371420900477,-3.103421614893662,1.0000042808856615,1.573497334463095
59,1341.200919069536,-3.1027725022802812,1.0000042808856615,0.7165033563376709
60,1328.6747203172924,-3.1027155207740194,1.0000042808856615,-0.24723669770920687
61,1334.9385309549698,-3.1020327499715705,1.0000042808856615,1.3803783912790162
62,1341.2023079354124,-3.1013836364039022,1.0000042808856615,4.650228901193289
63,1328.676109189845,-3.1013266482214945,1.0000042808856615,-4.059672443909593
64,1334.9399198200088,-3.100643884932609,1.0000042808856615,0.13269718285990448
65,1341.2036968012892,-3.0999947705270685,1.0000042808856615,3.077787573500552
66,1328.6774980622815,-3.0999377757849302,1.0000042808856615,-2.4955536726317398
67,1334.9413086850486,-3.0992550198927376,1.0000042808856615,4.026145458227872
68,1341.205085667167,-3.0986059046493253,1.0000042808856615,-5.15674518820146
69,1328.678886934718,-3.098548903348366,1.0000042808856615,-2.9292491760382626
70,1334.942697549972,-3.0978661549692816,1.0000042808856615,5.426033076321812
71,1341.2064745329274,-3.097217038888907,1.0000042808856615,6.142105988941962
72,1328.6802758072715,-3.0971600307949316,1.0000042808856615,-1.6523419804177
73,1334.9440864150113,-3.0964772899300925,1.0000042808856615,-3.2884847201146945
74,1341.2078633988037,-3.095828173012528,1.0000042808856615,-2.5409055424063687
75,1328.6816646797076,-3.095771158358822,1.0000042808856615,-0.8792511114744758
76,1334.9454752799331,-3.0950884250082282,1.0000042808856615,0.6674316274516531
77,1341.2092522646806,-3.094439307135694,1.0000042808856615,3.034389499335305
78,1328.6830535521433,-3.0943822859231673,1.0000042808856615,0.9831442897139921
79,1334.9468641449728,-3.0936995599685844,1.0000042808856615,1.402156779353114
80,1341.2106411305583,-3.093050441257951,1.0000042808856615,1.7600543652084661
81,1328.684442424697,-3.0929934133695056,1.0000042808856615,-4.659589248377246
82,1334.9482530098956,-3.0923106950458106,1.0000042808856615,-1.0134344591044173
83,1328.6858312971333,-3.0916045409331687,1.0000042808856615,0.35524820326039186
84,1334.949641874934,-3.0909218300073036,1.0000042808856615,0.2780277792612383
85,1341.2134188621958,-3.0902727096204714,1.0000042808856615,0.6745889871967787
86,1328.6872201696854,-3.0902156683810986,1.0000042808856615,-0.33744758539448333
87,1334.9510307398575,-3.0895329650838477,1.0000042808856615,3.3969418661905784
88,1341.2148077280729,-3.0888838437434103,1.0000042808856615,-2.7289110467634745
89,1328.6886090421224,-3.0888267959440796,1.0000042808856615,-2.9520520661595295
90,1334.9524196048972,-3.088144100044204,1.0000042808856615,0.6582484533203552
91,1341.2161965939497,-3.0874949778665766,1.0000042808856615,1.6057224651887263
92,1328.6899979145596,-3.087437923506833,1.0000042808856615,4.904503602656832
93,1334.95380846982,-3.08675523512143,1.0000042808856615,3.234499621533205
94,1341.2175854598265,-3.086106111989743,1.0000042808856615,-0.9676874099394474
95,1328.691386787112,-3.0860490509545357,1.0000042808856615,1.2519245820622467
96,1334.955197334859,-3.0853663700824683,1.0000042808856615,1.1276833372849935
97,1341.2189743257036,-3.0847172461126817,1.0000042808856615,0.9013028442007165
98,1328.692775659548,-3.084660178518426,1.0000042808856615,4.356038594666673
99,1334.9565861997817,-3.0839775051596945,1.0000042808856615,-4.664357753319648
100,1341.220363191581,-3.083328380235166,1.0000042808856615,1.2803740462649513
101,1328.694164531985,-3.083271306081407,1.0000042808856615,0.6152911082184904
102,1334.9579750648206,-3.0825886401207327,1.0000042808856615,0.6167992954203775
103,1341.2217520574575,-3.081939514358787,1.0000042808856615,0.7688677159882935
104,1328.695553404538,-3.0818824335284276,1.0000042808856615,-0.7998150653118622
105,1334.9593639297434,-3.081199775197959,1.0000042808856615,3.557340735089941
106,1341.2231409232172,-3.0805506485990506,1.0000042808856615,-4.867517132659478
107,1328.6969422769744,-3.0804935610920907,1.0000042808856615,-1.9858791967688423
108,1334.9607527947826,-3.07981091015877,1.0000042808856615,-4.681970538591783
109,1341.2245297890947,-3.0791617827215347,1.0000042808856615,1.4309063336699221
110,1328.6983311494107,-3.079104688655754,1.0000042808856615,1.9726978944053362
111,1334.9621416597058,-3.0784220452355413,1.0000042808856615,-0.7370475494209985
112,1341.2259186549725,-3.0777729168437915,1.0000042808856615,1.0516951010717714
113,1328.6997200219637,-3.0777158161027742,1.0000042808856615,-2.139357681788091
114,1334.963530524745,-3.077033180196352,1.0000042808856615,-1.03969050010954
115,1341.2273075208493,-3.0763840509669578,1.0000042808856615,-4.08346088272094
116,1328.7011088943998,-3.0763269436666647,1.0000042808856615,0.2506994511102122
117,1334.9649193896678,-3.0756443152735784,1.0000042808856615,1.3259966181260772
118,1341.2286963867257,-3.074995185090579,1.0000042808856615,-1.0102678503126534
119,1328.7024977668364,-3.0749380712301004,1.0000042808856615,-2.459281285682578
120,1334.966308254591,-3.07425545035035,1.0000042808856615,-0.342067722692457
121,1341.2300852526025,-3.073606319213745,1.0000042808856615,-2.2863735094943047
122,1328.7038866392734,-3.0735491987930814,1.0000042808856615,-1.5835495194369913
123,1334.9676971196293,-3.0728665853120702,1.0000042808856615,3.3447153222078607
124,1341.2314741184803,-3.072217453336002,1.0000042808856615,2.5060470073072296
125,1328.7052755118264,-3.072160326240102,1.0000042808856615,-3.3973580066085254
126,1334.969085984552,-3.0714777203892965,1.0000042808856615,0.1829229843905021
127,1341.232862984357,-3.070828587459168,1.0000042808856615,0.5919887947314224
128,1328.7066643842625,-3.0707714538039923,1.0000042808856615,-0.9852950108707839
129,1334.970474849592,-3.070088855349425,1.0000042808856615,1.3717408356506053
130,1341.2342518502342,-3.069439721582107,1.0000042808856615,5.3497699614866105
131,1328.7080532566995,-3.0693825813669733,1.0000042808856615,-1.2541875334519745
132,1341.2356407161112,-3.068050855705046,1.0000042808856615,-1.0034905538825893
133,1328.7094421292518,-3.067993708814676,1.0000042808856615,-3.0941599152030013
134,1341.237029581988,-3.066661989828212,1.0000042808856615,-0.15476171047185194
135,1328.7108310016881,-3.066604836378339,1.0000042808856615,-0.6488950008483582
136,1334.9746414444764,-3.065922260464916,1.0000042808856615,-1.406918019314356
137,1341.2384184477485,-3.0652731240677937,1.0000042808856615,4.33616488912868
138,1328.7122198749332,-3.065215963133234,1.0000042808856615,2.6464978823844336
139,1334.976030309399,-3.0645333955423695,1.0000042808856615,0.79241196090174
140,1341.2398073136255,-3.0638842581907326,1.0000042808856615,-0.15092632733354727
141,1328.713608749472,-3.0638270885943726,1.0000042808856615,0.31248660308006176
142,1334.9774191743218,-3.0631445306195957,1.0000042808856615,-2.8492285751775346
143,1341.241196179503,-3.0624953923132168,1.0000042808856615,2.3655943216568436
144,1328.7149976242656,-3.062438213800853,1.0000042808856615,0.38497131887462194
145,1334.9788080392443,-3.0617556656970493,1.0000042808856615,2.7979121122354016
146,1341.2425850453794,-3.061106526436838,1.0000042808856615,5.644488505515765
147,1328.7163864990594,-3.0610493390071056,1.0000042808856615,-1.4191606340582446
148,1334.9801969042842,-3.060366800657178,1.0000042808856615,-2.72805647863432
149,1341.2439739112558,-3.059717660560459,1.0000042808856615,-0.4851219429766185
150,1328.717775373853,-3.0596604642133585,1.0000042808856615,1.6938412595297772
151,1334.9815857692076,-3.058977935733722,1.0000042808856615,-2.1079235638406795
152,1341.2453627771333,-3.058328794682943,1.0000042808856615,2.469724065689388
153,1328.719164248763,-3.0582715893034234,1.0000042808856615,1.5414366875616798
154,1341.2467516430108,-3.056939928805427,1.0000042808856615,1.6110063005533943
155,1328.7205531235568,-3.056882714509676,1.0000042808856615,0.2974586573123023
156,1341.248140508888,-3.055551062928366,1.0000042808856615,1.7530326997133812
157,1328.7219419983505,-3.055493839715929,1.0000042808856615,2.274706049702483
158,1341.249529374764,-3.0541621970522144,1.0000042808856615,5.521382561594687
159,1328.7233308731434,-3.0541049649230914,1.0000042808856615,-0.7659716426144545
160,1341.250918240641,-3.0527733311751533,1.0000042808856615,3.6638047146659267
161,1328.7247197480535,-3.052716090012929,1.0000042808856615,3.444980458427561
162,1341.2523071065186,-3.0513844652976374,1.0000042808856615,0.30463186091157224
163,1328.726108622848,-3.0513272152184996,1.0000042808856615,-2.201150674561708
164,1341.2536959723957,-3.0499955994205763,1.0000042808856615,2.566109101971046
165,1328.7274974976408,-3.049938340425662,1.0000042808856615,-2.3196890015086375
166,1334.9913078239,-3.049255881041475,1.0000042808856615,-0.03935172473119669
167,1341.2550848382728,-3.048606733543515,1.0000042808856615,1.4985731939566413
168,1328.7288863724339,-3.048549465632597,1.0000042808856615,0.9302288858213045
169,1341.256473704266,-3.047217867550266,1.0000042808856615,-2.5368068001854693
170,1328.7302752473445,-3.0471605907219796,1.0000042808856615,0.23885130911585567
171,1341.2578625701428,-3.0458290016734324,1.0000042808856615,1.0420021348175676
172,1328.731664122139,-3.0457717159275504,1.0000042808856615,0.8547170704200049
173,1341.2592514360197,-3.0444401357965987,1.0000042808856615,1.4771254329661867
174,1328.733052996932,-3.0443828411344853,1.0000042808856615,2.435484523221641
175,1341.2606403018967,-3.0430512699195376,1.0000042808856615,1.5888088384948715
176,1328.7344418717248,-3.0429939663416476,1.0000042808856615,-0.7582022803965104
177,1341.2620291677742,-3.0416624040420217,1.0000042808856615,0.9721014260735674
178,1328.7358307465192,-3.0416050915472184,1.0000042808856615,3.7726710412684947
179,1341.2634180336506,-3.0402735381656427,1.0000042808856615,-2.6410301610108786
180,1328.7372196214294,-3.040216216637056,1.0000042808856615,-0.7137422775266621
181,1341.264806899527,-3.0388846722892637,1.0000042808856615,-1.6391021615174122
182,1328.7386084962222,-3.038827341844218,1.0000042808856615,0.5215579274560919
183,1341.2661957654045,-3.037495806411748,1.0000042808856615,-2.925154488376925
184,1328.739997371016,-3.037438467050471,1.0000042808856615,-1.6210368537525133
185,1335.003807608321,-3.036756096620323,1.0000042808856615,0.5068201353796206
186,1341.267584631282,-3.036106940534232,1.0000042808856615,-2.2336603267886974
187,1328.7413862458095,-3.0360495922569513,1.0000042808856615,-1.2961625975806388
188,1335.0051964732438,-3.035367231697549,1.0000042808856615,3.4648089639934465
189,1341.268973497159,-3.034718074657171,1.0000042808856615,3.206502310690789
190,1328.7427751206033,-3.034660717463204,1.0000042808856615,0.6244048575932504
191,1335.0065853381664,-3.0339783667750027,1.0000042808856615,-0.15014446749386715
192,1341.2703623630352,-3.0333292087810193,1.0000042808856615,4.530864715524776
193,1328.7441639955134,-3.0332718425530416,1.0000042808856615,1.685058946138388
194,1335.0079742030891,-3.032589501852229,1.0000042808856615,-1.3433075970568993
195,1341.2717512290287,-3.031940342787543,1.0000042808856615,3.9184721982711763
196,1328.745552870307,-3.031882967759522,1.0000042808856615,2.135473268268333
197,1335.009363068012,-3.031200636929455,1.0000042808856615,0.07152295870998886
198,1341.2731400949062,-3.030551476910027,1.0000042808856615,2.6518970307829237
199,1328.7469417451007,-3.0304940929657747,1.0000042808856615,-0.3634487837753652
200,1335.0107519329351,-3.0298117720062265,1.0000042808856615,-5.453258254116468
201,1341.2745289607833,-3.029162611032966,1.0000042808856615,3.0293511459920692
202,1328.7483306198937,-3.0291052181727096,1.0000042808856615,0.28062779687588235
203,1335.012140797858,-3.0284229070834527,1.0000042808856615,-1.0384369183648468
204,1341.2759178266604,-3.027773745155905,1.0000042808856615,-1.4212225608121916
205,1328.7497194946875,-3.0277163433789624,1.0000042808856615,3.2775194050590506
206,1335.0135296627798,-3.0270340421615884,1.0000042808856615,4.466420477486217
207,1341.2773066925379,-3.026384879278389,1.0000042808856615,0.7906389863501079
208,1328.7511083695974,-3.0263274684690273,1.0000042808856615,3.234172539353925
209,1341.278695558415,-3.024996013401328,1.0000042808856615,-1.8111702621134345
210,1328.7524972443912,-3.02493859367528,1.0000042808856615,-2.587230526778514
211,1341.280084424291,-3.0236071475251762,1.0000042808856615,-0.32235748799489
212,1328.753886119185,-3.023549718881533,1.0000042808856615,3.1935039856833787
213,1341.2814732902846,-3.0222182815317,1.0000042808856615,-0.18202883350434806
214,1328.7552749939778,-3.0221608440886953,1.0000042808856615,3.6538984114487016
215,1341.282862156162,-3.020829415654184,1.0000042808856615,5.960565476909157
216,1328.7566638687715,-3.020771969294948,1.0000042808856615,0.30901586775258133
217,1341.2842510220391,-3.019440549777123,1.0000042808856615,1.5936557495618338
218,1328.7580527435657,-3.0193830945007463,1.0000042808856615,2.933819984933601
219,1341.2856398879153,-3.0180516839009712,1.0000042808856615,-1.9508609796675955
220,1328.7594416183595,-3.017994219706999,1.0000042808856615,-0.4086515010051346
221,1341.2870287537924,-3.01666281802391,1.0000042808856615,-3.422864753813598
222,1328.760830493269,-3.0166053447975187,1.0000042808856615,-3.1927901250396786
223,1335.0246405820465,-3.015923122894904,1.0000042808856615,2.0647185380551196
224,1341.2884176197863,-3.015273952029979,1.0000042808856615,4.077722262751159
225,1328.7622193680625,-3.015216470003999,1.0000042808856615,-0.5571934187232995
226,1335.026029446969,-3.0145342579723575,1.0000042808856615,1.4541481103467928
227,1341.2898064856633,-3.013885086152918,1.0000042808856615,1.1891957783509677
228,1328.763608242857,-3.0138275952095697,1.0000042808856615,1.9397896745996508
229,1335.0274183118916,-3.013145393049811,1.0000042808856615,1.8569863956342725
230,1341.2911953515402,-3.012496220276084,1.0000042808856615,0.4694773253963803
231,1328.76499711765,-3.0124387204165046,1.0000042808856615,3.4947323742602
232,1335.028807176815,-3.011756528126355,1.0000042808856615,1.7163363991245904
233,1341.292584217417,-3.0111073543992504,1.0000042808856615,-2.6491974015604787
234,1328.7663859924428,-3.011049845623667,1.0000042808856615,-2.13178018941135
235,1335.0301960417385,-3.0103676632028993,1.0000042808856615,-1.3454816796128106
236,1341.293973083294,-3.0097184885221893,1.0000042808856615,3.8527303539495183
237,1328.7677748672372,-3.0096609708292377,1.0000042808856615,0.9852623605021813
238,1335.0315849066603,-3.008978798281035,1.0000042808856615,1.1810962110869516
239,1341.2953619492876,-3.008329622528713,1.0000042808856615,-0.6757894137568428
240,1328.769163742031,-3.0082720960354905,1.0000042808856615,-0.8872113910559363
241,1335.032973771583,-3.007589933358261,1.0000042808856615,-6.281567937938025
242,1341.2967508151644,-3.006940756651879,1.0000042808856615,0.8791990111146899
243,1328.7705526169402,-3.0068832211262375,1.0000042808856615,0.7528590553299342
244,1335.0343626365063,-3.0062010684350327,1.0000042808856615,-3.0344211347818777
245,1341.2981396810421,-3.005551890774136,1.0000042808856615,0.6419019792858376
246,1328.771941491734,-3.0054943463324904,1.0000042808856615,-2.652253613293826
247,1335.035751501312,-3.0048122036293563,1.0000042808856615,-3.6886559752084276
248,1341.299528546919,-3.004163024897302,1.0000042808856615,2.6799349313516214
249,1328.7733303665284,-3.004105471538061,1.0000042808856615,0.10925671005127287
250,1335.0371403662348,-3.0034233387065825,1.0000042808856615,2.0332728961024076
251,1341.3009174129115,-3.002774158904735,1.0000042808856615,1.742440525996698
252,1328.774719241322,-3.0027165967445413,1.0000042808856615,-0.06833260486919639
253,1335.0385292311582,-3.0020344737831266,1.0000042808856615,0.3992701465393833
254,1341.3023062787886,-3.001385293027674,1.0000042808856615,-2.429414132028236
255,1328.776108116115,-3.0013277219514762,1.0000042808856615,4.440624511958785
256,1335.0399180960815,-3.000645608859898,1.0000042808856615,2.002128707932194
257,1341.303695144666,-2.9999964271501582,1.0000042808856615,0.49522546529028666
258,1328.7774969909085,-2.9999388471579564,1.0000042808856615,-1.3607847655346863
259,1335.0413069608878,-2.9992567440535396,1.0000042808856615,-1.1434434273914644
260,1341.3050840106596,-2.998607561156682,1.0000042808856615,0.38091607469952304
261,1328.7788858657023,-2.9985499723642093,1.0000042808856615,1.5565720094038984
262,1341.3064728765357,-2.99721869528053,1.0000042808856615,-1.479028021422712
263,1328.780274740496,-2.997161097570462,1.0000042808856615,2.9065713630939145
264,1335.0440846907331,-2.9964790142082194,1.0000042808856615,-0.21808598375124827
265,1341.3078617424128,-2.995829829403469,1.0000042808856615,1.190373908421306
266,1328.7816636152895,-2.9957722227769423,1.0000042808856615,-2.6466737787591783
267,1335.0454735556557,-2.995090149285673,1.0000042808856615,-1.0054411837624178
268,1341.3092506082903,-2.9944409635259532,1.0000042808856615,-2.237771824702988
269,1328.7830524900826,-2.9943833479838773,1.0000042808856615,0.9247904897926741
270,1335.0468624204614,-2.9937012844799966,1.0000042808856615,0.33922791565632693
271,1341.3106394742838,-2.993052097532477,1.0000042808856615,0.5833348191358201
272,1328.784441364876,-2.9929944731903575,1.0000042808856615,0.5755887399096163
273,1335.0482512853848,-2.9923124195565407,1.0000042808856615,-4.4480733618198816
274,1341.3120283401606,-2.991663231655643,1.0000042808856615,1.8347282909467704
275,1328.785830239787,-2.991605598279513,1.0000042808856615,2.721365124143792
276,1335.049640150308,-2.990923554633312,1.0000042808856615,-2.059657030874166
277,1341.3134172060375,-2.9902743657788093,1.0000042808856615,4.12264348715735
278,1328.7872191145807,-2.9902167234857657,1.0000042808856615,-0.2600256833255371
279,1335.0510290152301,-2.9895346897112205,1.0000042808856615,-0.3958586424530299
280,1341.314806072031,-2.988885499785333,1.0000042808856615,-1.4989978212318722
281,1328.7886079893735,-2.988827848692928,1.0000042808856615,-1.1218766302005514
282,1335.0524178800363,-2.9881458249050894,1.0000042808856615,1.2304767288411755
283,1341.316194937908,-2.987496633908272,1.0000042808856615,-3.424681785743214
284,1335.0538067449597,-2.9867569599816335,1.0000042808856615,-1.0310341592569596
285,1341.3175838037848,-2.986107768031438,1.0000042808856615,6.447297853901329
286,1328.7913857389617,-2.9860500991047516,1.0000042808856615,-0.3881335399055468
287,1335.0551956098823,-2.985368095059087,1.0000042808856615,0.578589272300956
288,1341.318972669779,-2.9847189020372795,1.0000042808856615,2.5327745183852826
289,1328.7927746137545,-2.984661224311914,1.0000042808856615,-4.493820059023997
290,1335.0565844746886,-2.9839792302527286,1.0000042808856615,1.6568679547464726
291,1341.3203615356558,-2.983330036160446,1.0000042808856615,3.5027201643498587
292,1328.7941634885476,-2.983272349518849,1.0000042808856615,2.4349751996072166
293,1335.0579733396114,-2.982590365329955,1.0000042808856615,0.45662598667933757
294,1341.3217504015322,-2.981941170284067,1.0000042808856615,0.29050492973988673
295,1328.795552363342,-2.9818834747244196,1.0000042808856615,-1.0388736125685587
296,1335.0593622044182,-2.9812015005231416,1.0000042808856615,3.4075180512671617
297,1341.3231392675254,-2.9805523042908177,1.0000042808856615,1.1624464921107054
298,1328.7969412381356,-2.9804945999309,1.0000042808856615,1.1035356832860745
299,1335.060751069341,-2.979812635600368,1.0000042808856615,3.3029819098722495
300,1341.3245281334032,-2.9791634384130745,1.0000042808856615,2.131756407516302
301,1328.7983301129286,-2.979105725137835,1.0000042808856615,-0.39995449066171124
302,1335.0621399342629,-2.9784237706785035,1.0000042808856615,2.4898833702570347
303,1341.3259169993964,-2.9777745724198255,1.0000042808856615,5.607614347018079
304,1328.7997189877221,-2.977716850344315,1.0000042808856615,-4.718681082681903
305,1335.06352879907,-2.977034905871463,1.0000042808856615,1.0326172821167285
306,1341.3273058652728,-2.9763857065434465,1.0000042808856615,-0.25083299657753
307,1328.801107862516,-2.976327975550568,1.0000042808856615,2.493061491677066
308,1335.0649176639927,-2.975646040948689,1.0000042808856615,4.4058826829597875
309,1341.3286947311497,-2.9749968406666127,1.0000042808856615,0.5924204344466251
310,1328.8024967373096,-2.9749391007568207,1.0000042808856615,-2.6498484281161865
311,1335.0663065287988,-2.974257176142558,1.0000042808856615,3.0911324164519307
312,1341.3300835971438,-2.973607974672454,1.0000042808856615,-1.1866476528284906
313,1328.8038856121032,-2.973550225963301,1.0000042808856615,2.5592717515419974
314,1335.0676953937223,-2.972868311219102,1.0000042808856615,1.1781324749840574
315,1341.3314724630206,-2.9722191087956205,1.0000042808856615,1.7335659782121338
316,1328.805274486897,-2.9721613511695537,1.0000042808856615,1.5946393282396008
317,1335.0690842585284,-2.971479446412971,1.0000042808856615,0.5246791165395079
318,1341.332861329014,-2.9708302428023714,1.0000042808856615,-0.7422560499957663
319,1328.8066633616907,-2.9707724763758065,1.0000042808856615,-0.3966279892861196
320,1335.0704731234512,-2.9700905814901972,1.0000042808856615,1.0180761641600788
321,1341.334250194891,-2.9694413769253103,1.0000042808856615,3.4439810898709515
322,1328.8080522364842,-2.9693836015822868,1.0000042808856615,-0.7569318982327621
323,1335.0718619882575,-2.9687017166838388,1.0000042808856615,0.6302300796597498
324,1341.335639060768,-2.968052511048249,1.0000042808856615,-0.6403910136053609
325,1328.809441111278,-2.9679947267885396,1.0000042808856615,1.4035390247126398
326,1335.0732508531803,-2.967312851761065,1.0000042808856615,-0.9949715726702555
327,1341.3370279267613,-2.966663645055,1.0000042808856615,1.2563413264510375
328,1328.8108299860708,-2.966605851995702,1.0000042808856615,0.609534532611678
329,1335.0746397179864,-2.965923986954934,1.0000042808856615,-1.680170056350149
330,1341.338416792638,-2.9652747791781664,1.0000042808856615,4.0154581570875205
331,1328.8122188608645,-2.9652169772019548,1.0000042808856615,-0.5291319082771488
332,1335.076028582909,-2.9645351220323874,1.0000042808856615,-0.39305716582879885
333,1341.3398056586323,-2.963885913184008,1.0000042808856615,-0.3765887276984895
334,1328.813607735659,-2.9638281024075255,1.0000042808856615,-2.3749744639437513
335,1335.077417447716,-2.963146257225347,1.0000042808856615,-1.3872029847472935
336,1328.8149966104518,-2.962439227614688,1.0000042808856615,4.411045724383564
337,1335.0788063126395,-2.961757392301891,1.0000042808856615,0.6103443593420241
338,1341.3425833905019,-2.96110818131438,1.0000042808856615,2.459589874727983
339,1328.8163854852448,-2.9610503528216228,1.0000042808856615,3.192850626084285
340,1335.080195177445,-2.960368527496442,1.0000042808856615,0.8871128764201869
341,1341.3439722563787,-2.959719315437546,1.0000042808856615,3.182041589081031
342,1328.8177743600393,-2.9596614780271935,1.0000042808856615,4.984143783583133
343,1335.0815840423677,-2.958979662573668,1.0000042808856615,-0.429412723818405
344,1341.3453611223729,-2.9583304494433875,1.0000042808856615,-3.2646352057295647
345,1328.8191632348337,-2.958272603232764,1.0000042808856615,4.958286521903355
346,1335.0829729071745,-2.957590797766855,1.0000042808856615,-2.50850021580482
347,1341.3467499882497,-2.956941583566554,1.0000042808856615,1.5941689405148407
348,1328.8205521096265,-2.9568837284399265,1.0000042808856615,2.3803678087597397
349,1335.0843617720966,-2.9562019328447633,1.0000042808856615,2.9515710159166644
350,1341.348138854243,-2.9555527175733047,1.0000042808856615,-0.6428655695645297
351,1328.8219409844196,-2.9554948536468615,1.0000042808856615,1.3155117782984336
352,1335.085750636903,-2.954813068038405,1.0000042808856615,0.08681322864106557
353,1341.34952772012,-2.9541638516962436,1.0000042808856615,3.1022752772123727
354,1328.8233298592138,-2.9541059788526596,1.0000042808856615,1.9661239058921087
355,1335.08713950171,-2.9534242032313642,1.0000042808856615,3.9967384481405728
356,1341.3509165861135,-2.952774985702767,1.0000042808856615,5.496813026558405
357,1328.8247187340075,-2.9527171040589124,1.0000042808856615,0.8103734297282078
358,1335.0885283666325,-2.952035338308818,1.0000042808856615,-0.04701104420765186
359,1341.3523054519903,-2.9513861198259335,1.0000042808856615,-2.4436244237642186
360,1328.8261076088006,-2.9513282292658474,1.0000042808856615,2.5362753066693213
361,1335.0899172314387,-2.9506464735026867,1.0000042808856615,6.262297328953244
362,1341.3536943179836,-2.9499972538326844,1.0000042808856615,-3.424345646147648
