P err1,P,P err2,T0 err1,T0,T0 err2,RP err1,RP,RP err2,b err1,b,b err2
0.0213295415031265,6.2631278668749033,0.0222500951472480,0.1042651885904888,1325.5143079711915561,0.1012217791385410,0.1005441827717652,1.6171708845029749,0.1002532801795675,0.0744407387500478,0.6195048385437225,0.0580094709347728
